transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_020713135.2	gene-LOC101160608	2601	25134	no	1657	537	44	363
rna-XM_020713134.2	gene-LOC101160608	2601	21494	no	1657	537	44	363
rna-XM_011489908.3	gene-map3k20	2409	22788	yes	1573	445	37	354
rna-XM_004081759.4	gene-cdca7	1209	5213	yes	765	237	9	198
rna-XM_004081760.4	gene-sp3	2007	11668	yes	1307	327	36	337
rna-XM_020712954.2	gene-sp3	1971	11668	no	1283	321	36	331
rna-XM_023951097.1	gene-ola1	825	50984	no	544	170	23	88
rna-XM_023951096.1	gene-ola1	1194	48496	yes	782	231	31	150
rna-XM_004081761.4	gene-sp9	1320	2432	yes	855	208	13	244
rna-XM_004081923.4	gene-cir1	1356	8373	yes	858	346	6	146
rna-XM_020713060.2	gene-scrn3	1257	4211	yes	817	238	22	180
rna-XM_020713061.2	gene-scrn3	1191	4211	no	776	225	21	169
rna-XM_004081924.4	gene-gpr155	2439	11380	yes	1571	441	50	377
rna-XM_020713072.2	gene-chrna1	1371	7843	yes	906	219	36	210
rna-XM_004081764.4	gene-chn1	1065	8167	yes	688	209	15	153
rna-XM_023950608.1	gene-atf2	1485	22591	no	959	225	17	284
rna-XM_023950609.1	gene-atf2	1434	22591	no	926	231	16	261
rna-XM_023950606.1	gene-atf2	1527	22591	yes	986	238	17	286
rna-XM_004081765.4	gene-atp5mc3	420	2157	yes	269	60	8	83
rna-XM_011489794.3	gene-atp5mc3	420	2111	no	269	60	8	83
rna-XM_004081766.3	gene-atp5mc3	420	2062	no	269	60	8	83
rna-XM_011489796.3	gene-lnpk	1392	9339	no	890	252	18	232
rna-XM_020713122.2	gene-lnpk	1410	9339	yes	902	256	18	234
rna-XM_020713123.2	gene-lnpk	1200	9092	no	774	212	17	197
rna-XM_023951144.1	gene-evx2	1248	4819	yes	800	221	10	217
rna-XM_004081928.4	gene-hoxd12	771	3066	yes	496	150	4	121
rna-XM_011489797.3	gene-LOC101163040	828	3810	yes	533	176	9	110
rna-XM_004081767.4	gene-hoxd10	1011	3111	yes	658	200	10	143
rna-NM_001201491.1	gene-hoxd9	816	1297	yes	530	153	7	126
rna-XM_011489800.3	gene-hoxd3	1200	17122	yes	785	212	9	194
rna-XM_011489802.3	gene-hoxd3	1200	8749	no	785	212	9	194
rna-XM_011489801.3	gene-hoxd3	1200	5572	no	785	212	9	194
rna-XM_004081770.4	gene-hnrnpa3	1023	8121	no	666	183	11	163
rna-XM_020712995.2	gene-hnrnpa3	1050	9094	yes	684	187	12	167
rna-XM_011489803.3	gene-hnrnpa3	1050	9072	no	684	187	12	167
rna-XM_004081771.2	gene-nfe2l2	1818	6035	yes	1183	362	21	252
rna-XM_023950668.1	gene-agps	1902	25465	yes	1240	351	35	276
rna-XM_004081931.4	gene-pde11a	2754	48349	yes	1761	561	46	386
rna-XM_020712900.2	gene-LOC101165110	318	1548	yes	213	54	8	43
rna-XM_004081772.4	gene-LOC101165110	318	1547	no	213	54	8	43
rna-XM_023950705.1	gene-osbpl6	2667	50956	no	1731	516	46	374
rna-XM_004081932.4	gene-osbpl6	2760	50955	yes	1789	542	46	383
rna-XM_020713034.2	gene-LOC110017377	1344	6201	yes	873	267	30	174
rna-XM_023950885.1	gene-prkra	924	5105	yes	599	168	13	144
rna-XM_023950964.1	gene-fam237a	474	3273	yes	294	86	5	89
rna-XM_011489810.3	gene-adam23	2220	25955	no	1436	447	26	311
rna-XM_011489808.3	gene-adam23	2349	25955	no	1517	462	32	338
rna-XM_011489807.3	gene-adam23	2349	25955	yes	1515	465	31	338
rna-XM_004081934.4	gene-gpr1	1080	3938	yes	701	187	32	160
rna-XM_023951171.1	gene-ndufs1	921	6219	yes	591	172	18	140
rna-XM_023950502.1	gene-ino80d	2970	8961	yes	1896	531	25	518
rna-XM_011489812.3	gene-ino80d	2970	8960	no	1896	531	25	518
rna-XM_020713023.2	gene-LOC105356828	1278	16572	no	807	257	30	184
rna-XM_020713022.2	gene-LOC105356828	1278	16572	no	807	257	30	184
rna-XM_011489816.3	gene-LOC105356828	1212	16572	no	768	241	29	174
rna-XM_011489815.3	gene-LOC105356828	1275	16572	no	805	256	30	184
rna-XM_011489813.3	gene-LOC105356828	1278	16572	yes	807	257	30	184
rna-XM_020713024.2	gene-LOC105356828	1218	12268	no	766	249	28	175
rna-XM_011489827.3	gene-LOC101165016	2199	11034	yes	1440	381	55	323
rna-XM_020713020.2	gene-dock9	6225	93175	no	4006	1261	105	853
rna-XM_011489821.3	gene-dock9	6336	93175	no	4075	1281	106	874
rna-XM_020713019.2	gene-dock9	6165	93174	no	3966	1245	108	846
rna-XM_011489823.3	gene-dock9	6258	93174	no	4025	1266	105	862
rna-XM_020713016.2	gene-dock9	6294	71343	no	4047	1270	111	866
rna-XM_020713017.2	gene-dock9	6288	71343	no	4043	1272	108	865
rna-XM_020713015.2	gene-dock9	6318	71343	no	4063	1279	108	868
rna-XM_011489817.3	gene-dock9	6387	71343	yes	4106	1291	108	882
rna-XM_011489820.3	gene-dock9	6345	71342	no	4080	1283	107	875
rna-XM_020713018.2	gene-dock9	6258	71342	no	4023	1263	111	861
rna-XM_011489818.3	gene-dock9	6357	71342	no	4086	1284	108	879
rna-XM_011489819.3	gene-dock9	6351	71341	no	4082	1284	108	877
rna-XM_011489825.3	gene-dock9	6252	62939	no	4022	1269	106	855
rna-XM_011489822.3	gene-dock9	6330	62939	no	4072	1284	107	867
rna-XM_023950626.1	gene-LOC101165518	3111	55481	yes	1979	627	40	465
rna-XM_023950627.1	gene-LOC101165518	3111	54930	no	1979	627	40	465
rna-XM_004081776.4	gene-LOC101166017	552	21418	yes	360	101	12	79
rna-XM_020712974.2	gene-LOC101166017	393	20230	no	249	77	9	58
rna-XM_023950673.1	gene-LOC105356830	1179	18503	yes	773	197	12	197
rna-XM_023950675.1	gene-LOC105356830	1176	18450	no	771	196	12	197
rna-XM_023950676.1	gene-LOC105356830	1137	18448	no	743	195	12	187
rna-XM_023950672.1	gene-LOC105356830	1179	18448	no	773	197	12	197
rna-XM_023950677.1	gene-LOC105356830	1125	18447	no	738	190	12	185
rna-XM_023950678.1	gene-LOC105356830	1125	18447	no	732	201	10	182
rna-XM_023950674.1	gene-LOC105356830	1179	17152	no	773	197	12	197
rna-XM_023951028.1	gene-hs6st3	1314	97575	yes	843	282	12	177
rna-XM_020712947.2	gene-uggt2	4659	49859	yes	3000	935	79	645
rna-XM_011489835.3	gene-uggt2	4602	49859	no	2965	923	79	635
rna-XM_011489837.3	gene-uggt2	4578	49859	no	2949	917	79	633
rna-XM_020712948.2	gene-uggt2	4656	49859	no	2998	934	79	645
rna-XM_004081777.4	gene-dnajc3	1509	12294	yes	979	326	22	182
rna-XM_004081941.4	gene-LOC101166513	783	2206	yes	512	122	23	126
rna-XM_004081942.4	gene-LOC101166759	774	3326	yes	501	136	20	117
rna-XM_004081779.4	gene-LOC101166512	720	6322	yes	469	108	20	123
rna-XM_004081778.4	gene-LOC101166512	717	2173	no	475	106	16	120
rna-XM_023951044.1	gene-LOC101167004	3939	48561	yes	2513	724	81	621
rna-XM_023951045.1	gene-LOC101167004	3783	48561	no	2414	704	75	590
rna-XM_023950457.1	gene-sox21	735	5083	yes	488	111	5	131
rna-XM_023950456.1	gene-sox21	735	2582	no	488	111	5	131
rna-NM_001164874.1	gene-sox21	735	734	no	488	111	5	131
rna-XM_004081780.3	gene-dct	1536	4766	yes	981	300	23	232
rna-XM_023950522.1	gene-LOC101167256	1695	117980	yes	1091	323	24	257
rna-XM_023950523.1	gene-LOC101167256	1665	117977	no	1071	316	23	255
rna-XM_023951002.1	gene-fastkd5	2409	3250	yes	1513	486	26	384
rna-XM_004081945.4	gene-LOC101167752	2598	4064	yes	1641	539	43	375
rna-XM_004081946.3	gene-LOC101168002	3276	18085	yes	2115	599	68	494
rna-XM_004081781.3	gene-LOC101167157	2898	3562	yes	1861	530	55	452
rna-XM_004081782.4	gene-LOC101167407	3066	4083	yes	1976	567	69	454
rna-XM_004081783.4	gene-LOC101167660	1014	3278	yes	655	198	14	147
rna-XM_004081947.4	gene-LOC100049225	1284	4151	yes	836	239	36	173
rna-XM_023950803.1	gene-cog3	2478	22340	yes	1580	520	47	331
rna-XM_020713050.2	gene-LOC101168755	2070	29956	no	1333	408	37	292
rna-XM_011489845.3	gene-LOC101168755	2070	29956	yes	1333	408	37	292
rna-XM_020713047.2	gene-LOC101168755	2070	29956	no	1333	408	37	292
rna-XM_020713048.2	gene-LOC101168755	2070	29955	no	1333	408	37	292
rna-XM_020713049.2	gene-LOC101168755	2070	29591	no	1333	408	37	292
rna-XM_020713053.2	gene-LOC101168755	2070	25201	no	1333	408	37	292
rna-XM_011489847.3	gene-LOC101168755	2070	23072	no	1333	408	37	292
rna-XM_020713051.2	gene-LOC101168755	2070	23072	no	1333	408	37	292
rna-XM_011489844.3	gene-LOC101168755	2070	21759	no	1333	408	37	292
rna-XM_004081949.4	gene-LOC101168755	2010	21755	no	1292	399	37	282
rna-XM_020713054.2	gene-LOC101168755	2070	18074	no	1333	408	37	292
rna-XM_011489846.3	gene-LOC101168755	2070	17318	no	1333	408	37	292
rna-XM_023950985.1	gene-LOC101169001	2352	21512	yes	1486	481	24	361
rna-XM_023950987.1	gene-LOC101169001	2199	21511	no	1398	448	21	332
rna-XM_023950986.1	gene-LOC101169001	2256	15593	no	1433	460	23	340
rna-XM_023950968.1	gene-LOC101169248	3732	27731	no	2411	721	53	547
rna-XM_023950966.1	gene-LOC101169248	4956	29401	yes	3200	954	58	744
rna-XM_023950967.1	gene-LOC101169248	4716	20093	no	3042	914	57	703
rna-XM_011489852.3	gene-LOC101169500	3162	4353	yes	2008	680	59	415
rna-XM_004081953.3	gene-LOC101169748	3081	4566	yes	1945	668	48	420
rna-XM_004081785.4	gene-egfl6	1629	11931	yes	1058	338	18	215
rna-XM_011489854.3	gene-egfl6	1566	11931	no	1016	325	18	207
rna-XM_004081786.4	gene-rab9a	606	2273	yes	391	117	6	92
rna-XM_004081787.3	gene-trappc2	423	1492	yes	278	89	7	49
rna-XM_023950747.1	gene-trappc2	423	1384	no	278	89	7	49
rna-XM_023951227.1	gene-ofd1	3108	9553	no	1969	711	20	408
rna-XM_023951226.1	gene-ofd1	3162	9552	yes	2004	718	20	420
rna-XM_023951228.1	gene-ofd1	2466	9552	no	1566	573	17	310
rna-XM_023951229.1	gene-gpm6b	807	29707	yes	530	125	23	129
rna-XM_023951230.1	gene-gpm6b	738	27608	no	484	114	20	120
rna-XM_004081789.4	gene-glra2	1362	18887	yes	887	253	28	194
rna-XM_020713044.2	gene-glra2	1206	18883	no	784	231	27	164
rna-XM_023950727.1	gene-glra2	1206	18882	no	784	231	27	164
rna-XM_011489858.3	gene-fancb	2553	13273	yes	1617	492	38	406
rna-XM_011489859.3	gene-mospd2	1572	19139	yes	1021	319	18	214
rna-XM_004081956.4	gene-LOC101170477	903	5884	yes	562	156	6	179
rna-XM_023950508.1	gene-gpr143	1251	6104	yes	808	203	30	210
rna-XM_023950507.1	gene-LOC101170720	1542	27792	yes	1015	255	29	243
rna-XM_011489541.3	gene-anos1	2019	63813	no	1301	380	24	314
rna-NM_001104849.1	gene-anos1	2022	63764	yes	1303	380	24	315
rna-XM_023950774.1	gene-LOC111946735	2274	19022	no	1484	417	28	345
rna-XM_023950769.1	gene-LOC111946735	2724	19018	no	1776	492	31	425
rna-XM_023950772.1	gene-LOC111946735	2556	19016	no	1666	463	30	397
rna-XM_023950771.1	gene-LOC111946735	2556	19016	no	1667	466	30	393
rna-XM_023950773.1	gene-LOC111946735	2553	19016	no	1664	465	30	394
rna-XM_023950770.1	gene-LOC111946735	2604	19014	no	1700	460	31	413
rna-XM_023950768.1	gene-LOC111946735	2724	19014	no	1776	492	31	425
rna-XM_023950766.1	gene-LOC111946735	2835	19013	yes	1847	514	32	442
rna-XM_023950767.1	gene-LOC111946735	2793	19012	no	1823	498	32	440
rna-XM_023950775.1	gene-klhl6	1821	10249	yes	1173	339	24	285
rna-XM_023950848.1	gene-LOC105356835	2964	12811	yes	1918	546	63	437
rna-XM_023950580.1	gene-LOC101171453	3171	115569	yes	2039	547	50	535
rna-XM_004081792.4	gene-rpe	753	7333	yes	502	123	14	114
rna-XM_023950851.1	gene-rpe	687	8907	no	459	111	13	104
rna-XM_004081961.4	gene-ackr3	1146	6497	yes	733	200	17	196
rna-XM_020712890.2	gene-LOC111946266	813	1278	yes	532	142	11	128
rna-XM_020712888.2	gene-LOC101170381	846	1346	yes	555	146	12	133
rna-XM_023951126.1	gene-LOC101170381	819	1263	no	537	143	10	129
rna-XM_020713178.2	gene-LOC101170885	813	1327	yes	531	142	11	129
rna-XM_004081793.4	gene-LOC101170632	1623	26013	yes	1031	289	16	287
rna-XM_004081796.4	gene-LOC101171288	1251	5163	yes	809	281	19	142
rna-XM_004081962.4	gene-slc5a3	2136	6421	yes	1404	312	52	368
rna-XM_023950572.1	gene-dopey2	6825	28071	yes	4338	1269	94	1124
rna-XM_023950535.1	gene-LOC105356846	2808	22350	yes	1809	568	48	383
rna-XM_023950539.1	gene-LOC111946719	1041	2836	yes	658	203	17	163
rna-XM_023950540.1	gene-LOC111946719	1041	2675	no	658	203	17	163
rna-XM_023950537.1	gene-LOC111946719	1041	2675	no	658	203	17	163
rna-XM_023950536.1	gene-LOC111946719	1041	2675	no	658	203	17	163
rna-XM_023951172.1	gene-LOC111946803	516	1719	yes	346	87	14	69
rna-XM_023951173.1	gene-LOC101172453	2112	25830	yes	1360	430	31	291
rna-XM_023950532.1	gene-LOC101173526	2973	13515	yes	1916	608	49	400
rna-XM_023950534.1	gene-LOC101173526	2970	13515	no	1914	607	49	400
rna-XM_004081798.4	gene-chaf1b	1788	8029	yes	1164	294	15	315
rna-XM_011489867.2	gene-LOC101172694	2862	11029	yes	1805	551	27	479
rna-XM_011489869.2	gene-LOC101172694	2859	11029	no	1803	550	27	479
rna-XM_011489868.2	gene-LOC101172694	2859	11029	no	1803	550	27	479
rna-XM_011489871.3	gene-LOC101173182	4470	37274	yes	3023	584	27	836
rna-XM_020713262.2	gene-LOC101173182	4383	37274	no	2966	572	27	818
rna-XM_011489870.3	gene-LOC101173182	4470	36804	no	3023	584	27	836
rna-XM_004081800.2	gene-acp6	1251	5549	yes	796	227	18	210
rna-XM_011489875.3	gene-gja5	1116	11807	yes	718	205	10	183
rna-XM_011489876.3	gene-gja8	1287	4068	yes	826	235	20	206
rna-XM_023950812.1	gene-LOC105356837	639	18807	yes	412	111	15	101
rna-XM_023950810.1	gene-LOC105358571	1095	26972	yes	712	194	15	174
rna-XM_023950811.1	gene-LOC105358571	885	16709	no	574	167	15	129
rna-XM_011489878.3	gene-LOC101173666	1443	33615	yes	924	265	25	229
rna-XM_011489879.3	gene-LOC101173666	1299	29494	no	836	235	25	203
rna-XM_023950809.1	gene-LOC101173666	1281	25538	no	823	238	25	195
rna-XM_023950808.1	gene-LOC101173666	1299	25537	no	836	235	25	203
rna-XM_020713215.2	gene-LOC105356839	645	13323	yes	414	130	11	90
rna-XM_023951203.1	gene-LOC105356840	996	7383	yes	642	187	21	146
rna-XM_011489883.3	gene-LOC101172858	1509	23693	yes	967	288	27	227
rna-XM_023950908.1	gene-LOC101172858	1299	23693	no	836	232	25	206
rna-XM_023950910.1	gene-LOC105356850	1152	9230	yes	740	217	24	171
rna-XM_023951175.1	gene-LOC110017439	936	7585	yes	602	172	20	142
rna-XM_004081969.4	gene-fstl1	936	25193	yes	604	200	10	122
rna-XM_004081970.4	gene-lrrc58	1059	8177	yes	653	215	14	177
rna-XM_023951024.1	gene-gpr156	3435	10720	yes	2201	645	43	546
rna-XM_023950884.1	gene-gsk3b	435	30192	yes	278	85	4	68
rna-XM_004081999.4	gene-maats1	2118	6640	yes	1338	454	28	298
rna-XM_020712913.2	gene-LOC105356854	930	4529	yes	611	171	15	133
rna-XM_011489927.3	gene-LOC105356854	870	4517	no	571	162	15	122
rna-XM_004081972.4	gene-LOC101175036	1131	19096	yes	727	181	15	208
rna-XM_011489928.3	gene-LOC101175036	1116	19077	no	718	179	15	204
rna-XM_004081973.4	gene-LOC101175278	1368	9350	yes	885	250	39	194
rna-XM_004081974.4	gene-pdzk1	1551	10003	yes	1007	294	17	233
rna-XM_011489930.3	gene-pdzk1	1551	10003	no	1007	294	17	233
rna-XM_011489931.3	gene-LOC101161683	1353	32348	yes	891	198	36	228
rna-XM_004082001.4	gene-LOC101161930	1197	117683	yes	762	233	8	194
rna-XM_020713115.2	gene-abhd13	1056	4021	yes	681	162	19	194
rna-XM_011489935.3	gene-tnfsf13b	759	4921	yes	476	149	10	124
rna-XM_020713268.2	gene-myo16	5859	101686	yes	3708	1107	62	982
rna-XM_011489936.3	gene-myo16	5856	101686	no	3706	1106	62	982
rna-XM_004082003.4	gene-irs2	3246	13067	yes	2097	556	35	558
rna-NM_001177472.1	gene-col4a1	4920	53270	yes	3210	643	54	1013
rna-XM_011489939.3	gene-col4a2	4992	82005	yes	3265	660	62	1005
rna-XM_011489940.3	gene-col4a2	4950	81257	no	3238	655	62	995
rna-XM_011489941.3	gene-rab20	789	7399	yes	508	142	8	131
rna-XM_011489942.3	gene-naxd	1887	6080	yes	1204	347	28	308
rna-XM_004081978.4	gene-ing1	915	3070	no	584	185	9	137
rna-XM_004081977.4	gene-ing1	915	3070	yes	584	185	9	137
rna-XM_011489944.3	gene-ing1	915	3069	no	584	185	9	137
rna-XM_011489945.3	gene-ing1	915	3069	no	584	185	9	137
rna-XM_004081979.4	gene-LOC101155732	459	3357	yes	300	84	8	67
rna-XM_011489946.3	gene-ankrd10	1173	15323	yes	761	204	12	196
rna-XM_004081981.4	gene-ankrd10	1017	15321	no	663	173	10	171
rna-XM_004082007.3	gene-LOC101163370	2457	14069	yes	1593	435	40	389
rna-XM_011489949.2	gene-parp9	2274	11903	yes	1462	447	41	324
rna-XM_011489948.3	gene-parp9	2274	8145	no	1462	447	41	324
rna-XM_004081982.4	gene-faim	543	3280	yes	356	101	9	77
rna-XM_004081983.4	gene-faim	543	3261	no	356	101	9	77
rna-XM_004082009.4	gene-LOC101163862	1170	4025	yes	746	228	18	178
rna-XM_011489951.3	gene-LOC101156782	1164	6583	yes	753	208	21	182
rna-XM_023951181.1	gene-lct	11484	43936	yes	7472	2116	216	1680
rna-XM_020713280.2	gene-LOC101157017	3240	136992	no	2054	602	29	555
rna-XM_011489953.3	gene-LOC101157017	3258	136992	yes	2066	607	29	556
rna-XM_020713279.2	gene-LOC101157017	3258	135159	no	2066	607	29	556
rna-XM_004081986.4	gene-twist2	639	3663	yes	410	130	4	95
rna-NM_001309004.1	gene-twist2	495	641	no	316	106	4	69
rna-XM_020713162.2	gene-LOC110017401	588	2955	yes	375	115	9	89
rna-XM_023951125.1	gene-LOC111946789	495	2526	yes	304	94	6	91
rna-XM_004082011.4	gene-LOC101164604	1047	8350	yes	650	194	14	189
rna-XM_023950965.1	gene-traf3ip1	1890	24146	yes	1199	428	15	248
rna-XM_011489955.3	gene-traf3ip1	1869	24145	no	1185	423	15	246
rna-XM_023951104.1	gene-LOC101165112	489	3973	yes	321	87	11	70
rna-XM_023951105.1	gene-LOC101165112	489	3930	no	321	87	11	70
rna-XM_023951137.1	gene-adarb1	2088	130335	no	1348	367	27	346
rna-XM_023951136.1	gene-adarb1	2235	47465	yes	1438	398	29	370
rna-XM_011490004.3	gene-LOC101165361	921	1393	yes	596	168	29	128
rna-XM_011490005.3	gene-LOC101165606	921	1061	yes	595	163	32	131
rna-XM_023950815.1	gene-LOC101157984	489	17373	no	315	87	6	81
rna-XM_023950813.1	gene-LOC101157984	489	17373	yes	315	87	6	81
rna-XM_023950816.1	gene-LOC101157984	489	17367	no	315	87	6	81
rna-XM_023950814.1	gene-LOC101157984	489	17271	no	315	87	6	81
rna-XM_023950817.1	gene-ube2f	555	28532	yes	351	123	7	74
rna-XM_004081990.4	gene-ramp1	441	71141	yes	287	83	8	63
rna-XM_011489960.3	gene-ramp1	438	71140	no	285	83	8	62
rna-XM_023950703.1	gene-ccdc141	6258	26057	no	3969	1303	59	927
rna-XM_023950702.1	gene-ccdc141	6282	26056	yes	3985	1310	59	928
rna-XM_023950704.1	gene-ccdc141	5988	26054	no	3801	1247	58	882
rna-XM_023950730.1	gene-LOC101166347	6516	15116	no	3957	1780	39	740
rna-XM_023950729.1	gene-LOC101166347	6522	15092	no	3960	1782	39	741
rna-XM_023950731.1	gene-LOC101166347	6483	15092	no	3934	1776	39	734
rna-XM_023950728.1	gene-LOC101166347	6522	15092	yes	3960	1782	39	741
rna-XM_023951185.1	gene-tspear	1929	15300	yes	1228	381	31	289
rna-XM_004081992.3	gene-ube2g2	498	8206	yes	329	89	7	73
rna-XM_023951031.1	gene-LOC101166593	972	6525	yes	623	183	13	153
rna-XM_004082020.4	gene-LOC101166837	1230	14945	yes	800	214	20	196
rna-XM_011489965.3	gene-mras	630	20621	no	408	127	11	84
rna-XM_004081993.4	gene-mras	630	20621	yes	408	127	11	84
rna-XM_004082021.4	gene-pth2r	1689	87635	yes	1114	289	37	249
rna-XM_023951186.1	gene-LOC101167330	4248	36435	yes	2731	810	75	632
rna-XM_023951187.1	gene-LOC111946805	1764	23028	yes	1150	294	30	290
rna-XM_004082023.4	gene-LOC101167579	879	71939	yes	578	130	19	152
rna-XM_004082024.3	gene-acmsd	1011	7537	yes	661	183	16	151
rna-XM_023950483.1	gene-ccnt2	2091	11621	yes	1347	381	22	341
rna-XM_011489967.3	gene-ccnt2	2070	13010	no	1332	381	22	335
rna-XM_011489968.3	gene-map3k19	3024	9946	yes	1924	613	41	446
rna-XM_020713243.2	gene-map3k19	3000	9945	no	1909	610	41	440
rna-XM_023950682.1	gene-LOC101168333	94659	198334	yes	61741	16365	1836	14717
rna-XM_023950697.1	gene-LOC101168333	92526	198334	no	60343	15970	1789	14424
rna-XM_023950696.1	gene-LOC101168333	93045	198334	no	60687	16052	1821	14485
rna-XM_023950692.1	gene-LOC101168333	93894	198334	no	61242	16215	1820	14617
rna-XM_023950693.1	gene-LOC101168333	93570	198334	no	61029	16153	1819	14569
rna-XM_023950694.1	gene-LOC101168333	93396	198334	no	60913	16124	1819	14540
rna-XM_023950695.1	gene-LOC101168333	93138	198334	no	60741	16088	1817	14492
rna-XM_023950698.1	gene-LOC101168333	91524	198334	no	59687	15775	1802	14260
rna-XM_023950684.1	gene-LOC101168333	94656	198334	no	61739	16364	1836	14717
rna-XM_023950685.1	gene-LOC101168333	94614	198334	no	61711	16355	1835	14713
rna-XM_023950686.1	gene-LOC101168333	94434	198334	no	61598	16315	1834	14687
rna-XM_023950689.1	gene-LOC101168333	94146	198334	no	61411	16256	1829	14650
rna-XM_023950691.1	gene-LOC101168333	93978	198334	no	61301	16222	1827	14628
rna-XM_023950687.1	gene-LOC101168333	94275	198334	no	61488	16303	1829	14655
rna-XM_023950688.1	gene-LOC101168333	94272	198334	no	61486	16303	1829	14654
rna-XM_023950690.1	gene-LOC101168333	94086	198334	no	61370	16268	1831	14617
rna-XM_023950683.1	gene-LOC101168333	94656	198334	no	61739	16364	1836	14717
rna-XM_023950699.1	gene-LOC101168333	90879	198333	no	59286	15688	1785	14120
rna-XM_023950700.1	gene-LOC101168333	90495	198333	no	59033	15626	1778	14058
rna-XM_023950701.1	gene-LOC101168333	90492	198333	no	59031	15626	1778	14057
rna-XM_011489970.3	gene-LOC101168584	4392	44926	yes	2832	816	94	650
rna-XM_011489972.3	gene-parp4	5208	41918	no	3297	989	54	868
rna-XM_011489977.3	gene-parp4	5049	41918	no	3189	955	53	852
rna-XM_011489975.3	gene-parp4	5136	41918	no	3250	972	53	861
rna-XM_020713293.2	gene-parp4	5076	41918	no	3214	956	53	853
rna-XM_011489973.3	gene-parp4	5187	41918	no	3284	984	54	865
rna-XM_020713294.2	gene-parp4	5070	41918	no	3203	963	54	850
rna-XM_011489976.3	gene-parp4	5124	41918	no	3238	973	54	859
rna-XM_020713292.2	gene-parp4	5100	41918	no	3229	962	53	856
rna-XM_011489974.3	gene-parp4	5157	41918	no	3264	980	54	859
rna-XM_011489971.3	gene-parp4	5211	41918	yes	3299	990	54	868
rna-XM_011489978.3	gene-LOC101169325	984	2100	yes	623	175	20	166
rna-XM_011489979.3	gene-LOC101169574	3873	156564	yes	2472	714	46	641
rna-XM_023950681.1	gene-ndufa10	1068	7039	yes	685	212	15	156
rna-XM_011490013.3	gene-LOC101170061	2574	40849	no	1649	452	30	443
rna-XM_023950680.1	gene-LOC101170061	2601	31150	yes	1666	462	30	443
rna-XM_011489981.3	gene-LOC101170311	2244	29698	yes	1420	415	23	386
rna-XM_023951149.1	gene-kalrn	9015	128271	yes	5752	1780	127	1356
rna-XM_023951150.1	gene-kalrn	8919	128271	no	5692	1765	126	1336
rna-XM_011489983.2	gene-LOC101171040	1659	14321	yes	1038	298	10	313
rna-XM_011489984.3	gene-ttll4	2850	17763	no	1821	538	30	461
rna-XM_004082035.4	gene-ttll4	2850	17763	yes	1821	538	30	461
rna-XM_020713000.2	gene-ttll4	2850	17343	no	1821	538	30	461
rna-XM_020713006.2	gene-LOC101160204	1080	15224	no	689	201	30	160
rna-XM_020713002.2	gene-LOC101160204	1101	14496	yes	701	207	31	162
rna-XM_020713005.2	gene-LOC101160204	1083	14495	no	687	209	31	156
rna-XM_020713003.2	gene-LOC101160204	1083	14494	no	687	206	31	159
rna-XM_020713004.2	gene-LOC101160204	1083	14494	no	687	206	31	159
rna-XM_023950800.1	gene-LOC101171537	5556	22743	yes	3552	1030	80	894
rna-XM_023950801.1	gene-LOC111946737	1533	14072	yes	980	265	14	274
rna-XM_023950802.1	gene-LOC111946737	1335	4448	no	847	239	12	237
rna-XM_023951000.1	gene-LOC101168515	990	1355	yes	633	164	21	172
rna-XM_023951138.1	gene-LOC101155992	990	1137	yes	630	169	21	170
rna-XM_004084488.3	gene-LOC101168264	990	1379	yes	634	165	24	167
rna-XM_020713305.2	gene-LOC101172291	936	1246	yes	599	158	22	157
rna-XM_023951225.1	gene-LOC111946814	978	1254	yes	628	148	31	171
rna-XM_023951190.1	gene-LOC111946806	1008	1054	yes	644	161	19	184
